StockCode,Description,SETS,Colors,Material,Design,Jewelry,Household,MISC,TotalSales,Quantity,UnitPrice,Price_Category,Sales_Frequency
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1,0,0,1,0,0,0,31.25,27,1.11,cheap,cold
20886,BOX OF 9 PEBBLE CANDLES,1,0,0,0,0,1,0,988.18,496,2.45,cheap,warm
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,1,1,1,0,0,1,0,89.22,4,21.24,high,cold
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,0,0,0,0,0,0,1,611.57,269,3.04,cheap,warm
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,0,0,0,0,0,0,1,108.71,33,3.71,cheap,cold
20897,VINTAGE NOTEBOOK PARIS DAYS,0,0,0,1,0,0,0,298.27,107,3.18,cheap,warm
20898,VINTAGE NOTEBOOK TRAVELOGUE,0,0,0,1,0,0,0,105.73,38,2.64,cheap,cold
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,1,1,0,1,0,0,0,91.48,20,4.55,cheap,cold
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,1,0,0,1,0,0,0,686.86,112,6.94,medium,warm
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,1,0,0,1,0,0,0,441.89,82,5.58,medium,cold
20906,VINTAGE NOTEBOOK BEAUTY GIRL,0,0,0,1,0,0,0,8.850000000000001,3,2.95,cheap,cold
20910,VINTAGE PHOTO ALBUM PARIS DAYS,0,0,0,1,0,0,0,50.8,8,6.35,medium,cold
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,1,1,1,0,1,0,18390.2,6372,3.28,cheap,hot
20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,1,1,0,0,1,0,18390.2,6372,3.28,cheap,hot
20931,BLUE POT PLANT CANDLE ,0,1,0,0,0,1,0,1060.9,299,5.06,medium,warm
20932,PINK POT PLANT CANDLE,0,1,0,0,0,1,0,628.7900000000001,204,4.68,cheap,warm
20933,YELLOW POT PLANT CANDLE,0,1,0,0,0,1,0,71.05,23,3.13,cheap,cold
20934,SET/3 POT PLANT CANDLES,1,0,0,0,0,1,0,424.46,68,7.13,medium,cold
20935,ROUND CACTUS CANDLE,0,0,0,0,0,1,0,17.700000000000003,6,2.95,cheap,cold
20936,FORKED CACTUS CANDLE,0,0,0,0,0,1,0,319.66,100,3.73,cheap,warm
20941,FROG CANDLE,0,0,0,0,0,1,0,83.78,84,1.31,cheap,cold
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,0,0,0,0,0,0,1149.02,1112,1.76,cheap,reg_seller
20960,WATERMELON BATH SPONGE,0,0,0,0,0,1,0,72.49,29,2.49,cheap,cold
20961,STRAWBERRY BATH SPONGE ,0,0,0,1,0,1,0,1749.18,1235,1.79,cheap,reg_seller
20963,APPLE BATH SPONGE,0,0,0,1,0,1,0,1913.67,1338,1.82,cheap,reg_seller
20966,SANDWICH BATH SPONGE,0,0,0,0,0,1,0,1022.8,720,1.94,cheap,warm
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,0,1,1,0,0,0,0,1031.69,267,4.06,cheap,warm
20969,RED FLORAL FELTCRAFT SHOULDER BAG,0,1,1,0,0,0,0,7236.93,1962,4.27,cheap,reg_seller
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,0,1,1,0,0,0,0,4235.88,1117,4.19,cheap,reg_seller
20971,PINK BLUE FELT CRAFT TRINKET BOX,1,1,0,0,0,0,0,13838.1,11001,1.42,cheap,best_seller
20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,1,0,0,0,0,0,9159.31,7362,1.42,cheap,hot
20973,12 PENCIL SMALL TUBE WOODLAND,0,0,1,0,0,0,0,3216.1200000000003,4567,0.78,cheap,reg_seller
20974,12 PENCILS SMALL TUBE SKULL,0,0,0,1,0,0,0,4531.9800000000005,6983,0.75,cheap,hot
20975,12 PENCILS SMALL TUBE RED RETROSPOT,0,1,0,1,0,1,0,4387.820000000001,6645,0.73,cheap,hot
20977,36 PENCILS TUBE WOODLAND,0,0,1,0,0,0,0,2331.14,1741,1.51,cheap,reg_seller
20978,36 PENCILS TUBE SKULLS,0,0,0,1,0,0,0,2400.05,1799,1.61,cheap,reg_seller
20979,36 PENCILS TUBE RED RETROSPOT,0,1,0,1,0,1,0,4729.9800000000005,3739,1.58,cheap,reg_seller
20980,36 PENCILS TUBE POSY,0,0,0,0,0,0,1,76.91,79,1.06,cheap,cold
20981,12 PENCILS TALL TUBE WOODLAND,0,0,1,0,0,0,0,1742.27,1976,0.96,cheap,reg_seller
20982,12 PENCILS TALL TUBE SKULLS,0,0,0,1,0,0,0,1884.92,2156,0.96,cheap,reg_seller
20983,12 PENCILS TALL TUBE RED RETROSPOT,0,1,0,1,0,1,0,2382.46,2746,0.93,cheap,reg_seller
20984,12 PENCILS TALL TUBE POSY,0,0,0,0,0,0,1,1173.9,3990,0.38,cheap,reg_seller
20985,HEART CALCULATOR,0,0,0,1,0,0,0,1545.59,1183,1.63,cheap,reg_seller
20986,BLUE CALCULATOR RULER,0,1,0,0,0,0,0,833.49,657,1.59,cheap,warm
20992,JAZZ HEARTS PURSE NOTEBOOK,0,0,0,1,0,0,0,1965.81,4451,0.55,cheap,reg_seller
20996,JAZZ HEARTS ADDRESS BOOK,0,0,0,1,0,0,0,727.46,3194,0.32,cheap,reg_seller
20997,ROSE DU SUD CUSHION COVER ,0,0,0,0,0,1,0,257.61,59,4.27,cheap,cold
20998,ROSE DU SUD OVEN GLOVE,0,0,0,0,0,0,1,505.2000000000001,185,2.66,cheap,warm
21000,ROSE DU SUD COSMETICS BAG,0,0,0,0,0,0,1,365.09,97,3.63,cheap,cold
21001,ROSE DU SUD WASHBAG ,0,0,0,0,0,0,1,354.14,74,4.65,cheap,cold
21002,ROSE DU SUD DRAWSTRING BAG,0,0,0,0,1,0,0,428.66,125,3.4,cheap,warm
21003,ROSE DU SUD CUSHION COVER,0,0,0,0,0,1,0,460.58,78,5.89,medium,cold
21009,ETCHED GLASS STAR TREE DECORATION,0,0,1,1,0,0,0,1.25,2,0.62,cheap,cold
21011,GLITTER SNOW PEAR TREE DECORATION,0,0,0,1,0,0,0,29.0,20,1.45,cheap,cold
21012,ANTIQUE ALL GLASS CANDLESTICK,0,0,1,1,0,1,0,2618.25,1171,2.31,cheap,reg_seller
21014,SWISS CHALET TREE DECORATION ,0,0,0,1,0,0,0,598.8199999999999,1385,0.67,cheap,reg_seller
21015,DARK BIRD HOUSE TREE DECORATION,0,0,0,1,0,0,0,590.13,1485,0.66,cheap,reg_seller
21018,BIRD BOX CHRISTMAS TREE DECORATION,1,0,0,1,0,0,0,22.06,24,1.09,cheap,cold
21025,SPACE FROG,0,0,0,0,0,0,1,233.52,174,1.55,cheap,warm
21026,SPACE OWL,0,0,0,0,0,0,1,319.5,258,1.54,cheap,warm
21027,NINJA RABBIT PINK,0,1,0,0,0,0,0,190.29,223,1.07,cheap,warm
21028,NINJA RABBIT BLACK,0,1,0,0,0,0,0,239.24,187,1.54,cheap,warm
21030,SPACE CADET RED,0,1,0,0,0,0,0,172.2,141,1.19,cheap,warm
21031,SPACE CADET BLACK,0,1,0,0,0,0,0,65.49,53,1.29,cheap,cold
21032,SPACE CADET WHITE,0,1,0,0,0,0,0,119.03,98,1.38,cheap,cold
21033,JUMBO BAG CHARLIE AND LOLA TOYS,0,0,0,0,0,0,1,4853.81,2032,3.17,cheap,reg_seller
21034,REX CASH+CARRY JUMBO SHOPPER,0,0,0,0,0,0,1,1842.05,1939,0.95,cheap,reg_seller
21035,SET/2 RED RETROSPOT TEA TOWELS ,1,1,0,1,0,1,0,8549.85,2603,4.54,cheap,reg_seller
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1,0,0,1,0,0,0,86.75,77,1.17,cheap,cold
21039,RED RETROSPOT SHOPPING BAG,0,1,0,1,0,1,0,1353.6899999999998,523,3.09,cheap,warm
21040,MODERN VINTAGE COTTON SHOPPING BAG,0,0,0,1,0,0,0,29.7,22,1.67,cheap,cold
21041,RED RETROSPOT OVEN GLOVE DOUBLE,0,1,0,1,0,1,0,3909.63,921,4.38,cheap,warm
21042,RED RETROSPOT APRON ,0,1,0,1,0,1,0,2205.4700000000003,335,7.22,medium,warm
21043,APRON MODERN VINTAGE COTTON,0,0,0,1,0,0,0,1143.76,494,2.97,cheap,warm
21051,RIBBONS PURSE ,0,0,0,0,0,0,1,377.2,432,2.01,cheap,warm
21054,NURSE'S BAG SOFT TOY,0,0,0,0,0,0,1,634.53,71,8.92,medium,cold
21055,TOOL BOX SOFT TOY ,1,0,0,0,0,0,0,1782.54,180,10.43,medium,warm
21056,DOCTOR'S BAG SOFT TOY,0,0,0,0,0,0,1,1765.4,184,10.12,medium,warm
21058,PARTY INVITES WOODLAND,0,0,1,0,0,0,0,968.21,1157,0.97,cheap,reg_seller
21059,PARTY INVITES DINOSAURS,0,0,0,0,0,0,1,528.2299999999999,611,0.92,cheap,warm
21060,PARTY INVITES BALLOON GIRL,0,0,0,0,0,0,1,359.29,405,0.95,cheap,warm
21061,PARTY INVITES FOOTBALL,0,0,0,0,0,0,1,451.7,488,1.05,cheap,warm
21062,PARTY INVITES SPACEMAN,0,0,0,0,0,0,1,458.23,539,0.86,cheap,warm
21063,PARTY INVITES JAZZ HEARTS,0,0,0,1,0,0,0,458.31,528,0.93,cheap,warm
21064,BOOM BOX SPEAKER BOYS,1,0,0,1,0,0,0,1301.55,301,4.86,cheap,warm
21065,BOOM BOX SPEAKER GIRLS,1,0,0,1,0,0,0,1172.48,564,4.4,cheap,warm
21066,VINTAGE RED MUG,0,1,0,1,0,1,0,694.72,703,1.53,cheap,warm
21067,VINTAGE RED TEATIME MUG,0,1,0,1,0,1,0,506.65,351,1.69,cheap,warm
21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,0,0,1,0,1,0,1890.33,1638,1.67,cheap,reg_seller
21069,VINTAGE BILLBOARD TEA MUG,0,0,0,1,0,1,0,2251.77,1956,1.72,cheap,reg_seller
21070,VINTAGE BILLBOARD MUG ,0,0,0,1,0,1,0,1186.23,1107,1.63,cheap,reg_seller
21071,VINTAGE BILLBOARD DRINK ME MUG,0,0,0,1,0,1,0,1385.28,996,1.7,cheap,warm
21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,0,1,1,0,0,0,2540.39,2780,1.25,cheap,reg_seller
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1,1,1,0,1,0,11319.36,13212,1.09,cheap,best_seller
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,1,0,1,0,0,0,0,143.44,91,1.57,cheap,cold
21084,SET/6 COLLAGE PAPER CUPS,1,0,1,0,0,1,0,773.14,2610,0.5,cheap,reg_seller
21086,SET/6 RED SPOTTY PAPER CUPS,1,1,1,0,0,1,0,4861.900000000001,7137,0.96,cheap,hot
21087,SET/6 POSIES PAPER CUPS,1,0,1,0,0,1,0,74.57000000000001,141,0.6,cheap,warm
21088,SET/6 FRUIT SALAD PAPER CUPS,1,0,1,0,0,1,0,428.28,1678,0.41,cheap,reg_seller
21089,SET/6 GREEN SPRING PAPER CUPS,1,1,1,0,1,1,0,48.99,233,0.28,cheap,warm
21090,SET/6 COLLAGE PAPER PLATES,1,0,1,0,0,1,0,1278.23,2421,0.64,cheap,reg_seller
21094,SET/6 RED SPOTTY PAPER PLATES,1,1,1,0,0,1,0,6933.259999999999,8758,0.99,cheap,hot
21095,SET/6 POSIES PAPER PLATES,1,0,1,0,0,1,0,118.73,180,0.84,cheap,warm
21096,SET/6 FRUIT SALAD  PAPER PLATES,1,0,1,0,0,1,0,581.09,1259,0.57,cheap,reg_seller
21098,CHRISTMAS TOILET ROLL,0,0,0,1,0,0,0,5093.76,3858,1.67,cheap,reg_seller
21100,CHARLIE AND LOLA CHARLOTTE BAG,0,0,0,0,0,0,1,162.20999999999998,65,3.41,cheap,cold
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,0,0,0,0,0,1,0,702.51,237,3.81,cheap,warm
21107,CREAM SLICE FLANNEL PINK SPOT ,0,1,0,0,0,1,0,2501.56,904,3.81,cheap,warm
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,0,0,1,0,0,0,18069.28,10253,2.31,cheap,best_seller
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,0,0,0,0,0,1,0,2765.15,937,5.67,medium,warm
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",0,0,0,0,0,1,0,2765.15,937,5.67,medium,warm
21110,LARGE CAKE TOWEL PINK SPOTS,0,1,0,0,0,1,0,3822.45,1106,6.26,medium,reg_seller
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",0,0,0,0,0,1,0,1652.27,901,2.92,cheap,warm
21112,SWISS ROLL TOWEL PINK  SPOTS,0,1,0,0,0,1,0,2885.13,1359,3.04,cheap,reg_seller
21112,"SWISS ROLL TOWEL, PINK  SPOTS",0,1,0,0,0,1,0,2885.13,1359,3.04,cheap,reg_seller
21114,LAVENDER SCENTED FABRIC HEART,0,0,0,1,0,0,0,1809.33,1366,1.92,cheap,reg_seller
21115,ROSE CARAVAN DOORSTOP,0,0,0,0,0,0,1,3174.84,566,7.44,medium,warm
21116,OWL DOORSTOP,0,0,0,0,0,0,1,4051.79,707,6.56,medium,warm
21117,BLOND DOLL DOORSTOP,0,0,0,0,0,0,1,149.25,115,1.57,cheap,warm
21121,SET/10 RED POLKADOT PARTY CANDLES,1,1,0,1,0,1,0,8033.85,6634,1.37,cheap,hot
21122,SET/10 PINK POLKADOT PARTY CANDLES,1,1,0,1,0,1,0,6496.04,5331,1.37,cheap,hot
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,0,0,1,0,1,0,1383.34,1145,1.19,cheap,reg_seller
21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,1,0,1,0,1,0,4868.05,4015,1.3,cheap,reg_seller
21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,0,0,0,0,1,0,834.73,660,1.32,cheap,warm
21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,0,0,1,0,1,0,750.2,593,1.33,cheap,warm
21128,GOLD FISHING GNOME,0,0,0,0,0,0,1,546.6,68,10.02,medium,cold
21129,SILVER FISHING GNOME ,0,0,0,0,0,0,1,419.52,52,9.36,medium,cold
21131,GOLD STANDING GNOME,0,0,0,0,0,0,1,398.02,106,5.6,medium,warm
21132,SILVER STANDING GNOME   ,0,0,0,0,0,0,1,217.36,44,5.08,medium,cold
21135,VICTORIAN  METAL POSTCARD SPRING,0,0,1,0,1,0,0,3207.69,2870,1.89,cheap,reg_seller
21136,PAINTED METAL PEARS ASSORTED,1,0,1,0,0,0,0,7830.32,4709,1.81,cheap,reg_seller
21137,BLACK RECORD COVER FRAME,0,1,0,0,0,0,0,40652.13,11656,4.21,cheap,best_seller
21143,ANTIQUE GLASS HEART DECORATION ,0,0,1,1,0,0,0,709.18,352,2.4,cheap,warm
21144,PINK POODLE HANGING DECORATION ,0,1,0,0,0,0,0,16.8,5,3.36,cheap,cold
21145,ANTIQUE GLASS PLACE SETTING,1,0,1,1,0,0,0,152.5,165,1.0,cheap,warm
21147,JINGLE BELLS TREE DECORATION,0,0,0,1,0,0,0,415.77,375,1.99,cheap,warm
21154,RED RETROSPOT OVEN GLOVE ,0,1,0,1,0,1,0,6321.76,4035,1.94,cheap,reg_seller
21155,RED RETROSPOT PEG BAG,0,1,0,1,0,1,0,9301.4,3157,3.13,cheap,reg_seller
21156,RETROSPOT CHILDRENS APRON,0,0,0,1,0,1,0,6093.05,3171,2.37,cheap,reg_seller
21157,RED RETROSPOT WASHBAG,0,1,0,1,0,1,0,227.6,79,3.27,cheap,cold
21158,MOODY GIRL DOOR HANGER ,0,0,0,0,0,1,0,783.8199999999999,1474,0.96,cheap,reg_seller
21159,MOODY BOY  DOOR HANGER ,0,0,0,0,0,1,0,602.18,1127,1.03,cheap,reg_seller
21160,KEEP OUT GIRLS DOOR HANGER ,0,0,0,1,0,1,0,3.36,1,3.36,cheap,cold
21161,KEEP OUT BOYS DOOR HANGER ,0,0,0,1,0,1,0,231.37,144,1.78,cheap,warm
21162,TOXIC AREA  DOOR HANGER ,0,0,0,0,0,1,0,794.15,1465,0.98,cheap,reg_seller
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,0,0,0,0,0,1,0,684.62,1201,1.01,cheap,reg_seller
21164,HOME SWEET HOME METAL SIGN ,0,0,1,0,0,1,0,5161.88,1768,3.29,cheap,reg_seller
21165,BEWARE OF THE CAT METAL SIGN ,0,0,1,1,0,0,0,6939.08,4156,2.15,cheap,reg_seller
21166,COOK WITH WINE METAL SIGN ,0,0,1,0,0,0,0,20957.64,10364,2.39,cheap,best_seller
21167,WHITE SAGE INCENSE,0,1,0,0,0,0,0,337.14,1432,0.34,cheap,reg_seller
21169,YOU'RE CONFUSING ME METAL SIGN ,0,0,1,0,0,0,0,7320.36,4424,2.24,cheap,reg_seller
21171,BATHROOM METAL SIGN ,0,0,1,0,0,1,0,613.14,438,1.77,cheap,warm
21172,PARTY METAL SIGN ,0,0,1,0,0,0,0,5345.88,3491,2.01,cheap,reg_seller
21174,POTTERING IN THE SHED METAL SIGN,0,0,1,0,1,1,0,9413.82,4313,2.68,cheap,reg_seller
21175,GIN + TONIC DIET METAL SIGN,0,0,1,0,0,0,0,27074.07,12225,2.77,cheap,best_seller
21175,GIN AND TONIC DIET METAL SIGN,0,0,1,0,0,0,0,27074.07,12225,2.77,cheap,best_seller
21179,NO JUNK MAIL METAL SIGN,0,0,1,0,0,0,0,1315.43,1942,1.2,cheap,reg_seller
21181,PLEASE ONE PERSON METAL SIGN,0,0,1,0,0,0,0,25290.58,12723,2.41,cheap,best_seller
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,0,1,1,0,0,0,0,6.72,4,1.68,cheap,cold
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,0,1,1,0,0,0,0,651.75,371,2.11,cheap,warm
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,0,0,1,1,0,0,0,1021.9,326,3.83,cheap,warm
21189,WHITE HONEYCOMB PAPER GARLAND ,0,1,1,0,0,0,0,888.67,355,2.58,cheap,warm
21190,PINK HEARTS PAPER GARLAND,0,1,1,1,0,0,0,245.2,216,1.39,cheap,warm
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,0,1,1,0,0,0,0,1451.82,562,3.07,cheap,warm
21192,WHITE BELL HONEYCOMB PAPER ,0,1,1,0,0,0,0,1924.94,1141,2.41,cheap,reg_seller
21194,PINK  HONEYCOMB PAPER FAN,0,1,1,0,0,0,0,558.07,499,1.68,cheap,warm
21195,PINK  HONEYCOMB PAPER BALL ,0,1,1,0,0,0,0,1308.56,693,2.83,cheap,warm
21196,ROUND WHITE CONFETTI IN TUBE,0,1,0,0,0,0,0,189.68,108,2.0,cheap,warm
21197,MULTICOLOUR  CONFETTI IN TUBE,0,0,0,0,0,0,1,382.9599999999999,284,1.62,cheap,warm
21198,WHITE HEART CONFETTI IN TUBE,0,1,0,1,0,0,0,1008.47,1029,1.45,cheap,reg_seller
21199,PINK  HEART CONFETTI IN TUBE,0,1,0,1,0,0,0,888.3299999999999,966,1.59,cheap,warm
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,0,0,1,0,0,0,0,1531.14,1119,1.97,cheap,reg_seller
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,0,0,1,1,0,0,0,2987.82,1240,3.17,cheap,reg_seller
21202,DOLLY HONEYCOMB GARLAND,0,0,0,0,0,0,1,487.11,475,1.75,cheap,warm
21204,DAISIES  HONEYCOMB GARLAND ,0,0,0,0,0,0,1,868.4399999999999,499,1.96,cheap,warm
21205,MULTICOLOUR 3D BALLS GARLAND,0,0,0,0,0,0,1,677.1899999999999,253,2.81,cheap,warm
21206,STRAWBERRY HONEYCOMB  GARLAND ,0,0,0,1,0,0,0,1610.9199999999998,1290,1.92,cheap,reg_seller
21207,SKULL AND CROSSBONES  GARLAND ,0,0,0,1,0,0,0,1686.4999999999998,1068,1.67,cheap,reg_seller
21208,PASTEL COLOUR HONEYCOMB FAN,0,0,0,0,0,0,1,697.77,945,1.25,cheap,warm
21209,MULTICOLOUR HONEYCOMB FAN,0,0,0,0,0,0,1,886.24,1224,1.4,cheap,reg_seller
21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,0,1,1,0,1,0,8374.189999999999,5812,1.78,cheap,hot
21211,SET OF 72 SKULL PAPER  DOILIES,1,0,1,1,0,0,0,1271.52,884,1.73,cheap,warm
21212,PACK OF 72 RETROSPOT CAKE CASES,1,0,0,1,0,1,0,21259.1,36419,0.76,cheap,best_seller
21213,PACK OF 72 SKULL CAKE CASES,1,0,0,1,0,0,0,8418.44,15176,0.79,cheap,best_seller
21215,IVORY PAPER CUP CAKE CASES ,0,0,1,0,0,1,0,745.45,1089,0.92,cheap,reg_seller
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,0,0,1,0,1,0,11407.56,2133,7.38,medium,reg_seller
21217,RED RETROSPOT ROUND CAKE TINS,0,1,0,1,0,1,0,11532.39,1089,12.57,medium,reg_seller
21218,RED SPOTTY BISCUIT TIN,0,1,0,0,0,1,0,10116.49,2433,5.91,medium,reg_seller
21219,SET/4 BADGES BALLOON GIRL,1,0,0,0,0,0,0,561.84,448,1.5,cheap,warm
21220,SET/4 BADGES DOGS,1,0,0,1,0,0,0,457.51,348,1.55,cheap,warm
21221,SET/4 BADGES CUTE CREATURES,1,0,0,0,0,0,0,340.22,261,1.36,cheap,warm
21222,SET/4 BADGES BEETLES,1,0,0,0,0,0,0,353.19,269,1.57,cheap,warm
21224,SET/4 SKULL BADGES,1,0,0,1,0,0,0,1080.0,914,1.09,cheap,warm
21226,POCKET MIRROR WOODLAND,0,0,1,0,0,0,0,81.8,94,0.93,cheap,cold
21228,"POCKET MIRROR ""GLAMOROUS""",0,0,0,0,0,0,1,6.25,5,1.25,cheap,cold
21231,SWEETHEART CERAMIC TRINKET BOX,1,0,0,1,0,0,0,7628.530000000001,6063,1.57,cheap,hot
21232,STRAWBERRY CERAMIC TRINKET BOX,1,0,0,1,0,0,0,16263.8,11855,1.67,cheap,best_seller
21232,STRAWBERRY CERAMIC TRINKET POT,0,0,0,1,0,1,0,16263.8,11855,1.67,cheap,best_seller
21238,RED RETROSPOT CUP,0,1,0,1,0,1,0,3488.44,3969,1.07,cheap,reg_seller
21239,PINK  POLKADOT CUP,0,1,0,1,0,1,0,2709.04,3018,1.12,cheap,reg_seller
21240,BLUE POLKADOT CUP,0,1,0,1,0,1,0,3112.81,3573,1.11,cheap,reg_seller
21242,RED RETROSPOT PLATE ,0,1,0,1,0,1,0,5704.78,3376,2.08,cheap,reg_seller
21243,PINK  POLKADOT PLATE ,0,1,0,1,0,1,0,3827.16,2285,2.13,cheap,reg_seller
21243,PINK POLKADOT PLATE ,0,1,0,1,0,1,0,3827.16,2285,2.13,cheap,reg_seller
21244,BLUE POLKADOT PLATE ,0,1,0,1,0,1,0,3789.32,2287,2.05,cheap,reg_seller
21245,GREEN POLKADOT PLATE ,0,1,0,1,0,1,0,1792.27,1078,2.0,cheap,reg_seller
21246,RED RETROSPOT BIG BOWL,0,1,0,1,0,1,0,1336.78,286,4.55,cheap,warm
21248,DOOR HANGER  MUM + DADS ROOM,0,0,0,0,0,1,0,330.72,205,1.84,cheap,warm
21249,WOODLAND  HEIGHT CHART STICKERS ,0,0,1,0,0,0,0,2160.0,724,3.87,cheap,warm
21250,SET OF SKULL WALL STICKERS,1,0,0,1,0,0,0,274.37,95,3.36,cheap,cold
21251,DINOSAUR HEIGHT CHART STICKER SET,1,0,0,0,0,0,0,568.98,182,3.58,cheap,warm
21253,SET OF PICTURE FRAME  STICKERS,1,0,0,0,0,0,0,593.37,135,5.0,medium,warm
21257,VICTORIAN SEWING BOX MEDIUM,1,0,0,0,0,0,0,6909.37,696,11.21,medium,warm
21258,VICTORIAN SEWING BOX LARGE,1,0,0,0,0,0,0,7674.799999999999,542,16.87,medium,warm
21259,VICTORIAN SEWING BOX SMALL ,1,0,0,0,0,0,0,7106.950000000001,1184,7.01,medium,reg_seller
21260,FIRST AID TIN,0,0,0,0,0,0,1,3722.23,1161,3.58,cheap,reg_seller
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,0,1,0,1,0,0,0,672.09,187,5.11,medium,warm
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,0,1,0,1,0,0,0,1242.0600000000002,335,4.51,cheap,warm
21263,GREEN GOOSE FEATHER TREE 60CM,0,1,0,1,0,0,0,356.97,171,2.47,cheap,warm
21264,WHITE GOOSE FEATHER TREE 60CM ,0,1,0,1,0,0,0,575.55,285,2.35,cheap,warm
21265,PINK GOOSE FEATHER TREE 60CM,0,1,0,1,0,0,0,267.21,131,2.57,cheap,warm
21268,VINTAGE BLUE TINSEL REEL,0,1,0,1,0,0,0,0.84,2,0.42,cheap,cold
21269,ANTIQUE CREAM CUTLERY SHELF ,0,0,0,1,0,1,0,254.98,42,8.5,medium,cold
21270,ANTIQUE CREAM CUTLERY CUPBOARD,0,0,0,1,0,1,0,530.19,50,11.34,medium,cold
21272,SALLE DE BAIN HOOK,0,0,0,0,0,0,1,783.8199999999999,571,1.7,cheap,warm
21275,ZINC TOP  2 DOOR WOODEN SHELF ,0,0,1,0,0,0,0,270.08,16,19.47,medium,cold
21277,FRENCH STYLE EMBOSSED HEART CABINET,0,0,0,1,0,1,0,571.43,26,22.26,high,cold
21278,VINTAGE KITCHEN PRINT PUDDINGS,0,0,0,1,0,1,0,109.65,60,2.3,cheap,cold
21279,VINTAGE KITCHEN PRINT FRUITS,0,0,0,1,0,1,0,266.15,99,3.86,cheap,cold
21280,VINTAGE KITCHEN PRINT VEGETABLES,0,0,0,1,0,1,0,165.75,65,2.55,cheap,cold
21281,VINTAGE KITCHEN PRINT SEAFOOD,0,0,0,1,0,1,0,129.63,43,3.98,cheap,cold
21284,RETROSPOT CANDLE  SMALL,0,0,0,1,0,1,0,376.18,404,2.03,cheap,warm
21285,RETROSPOT CANDLE  MEDIUM,0,0,0,1,0,1,0,413.88,365,2.18,cheap,warm
21286,RETROSPOT CANDLE  LARGE,0,0,0,1,0,1,0,362.12,273,2.68,cheap,warm
21287,SCENTED VELVET LOUNGE CANDLE ,0,0,0,0,0,1,0,760.15,1790,0.55,cheap,reg_seller
21288,STRIPEY CHOCOLATE NESTING BOXES,1,0,0,0,0,0,0,1070.26,358,3.31,cheap,warm
21289,LARGE STRIPES CHOCOLATE GIFT BAG,0,0,0,0,0,1,0,708.75,567,1.25,cheap,warm
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,0,0,0,1,0,1,0,819.64,943,1.03,cheap,warm
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,0,0,0,0,0,1,0,594.51,867,0.87,cheap,warm
21293,MIRRORED DOVE WALL DECORATION,0,1,0,0,0,0,0,276.72,116,2.67,cheap,warm
21294,ETCHED GLASS COASTER,0,0,1,0,0,0,0,825.49,1718,0.83,cheap,reg_seller
21306,SET/4 DAISY MIRROR MAGNETS,1,0,0,1,0,0,0,193.03,495,1.03,cheap,warm
21307,SET/4 BUTTERFLY MIRROR MAGNETS,1,0,0,1,0,0,0,39.2,79,1.26,cheap,cold
21310,CAPIZ CHANDELIER,0,0,0,0,0,0,1,29.95,1,29.95,high,cold
21311,SET/4 BIRD MIRROR MAGNETS ,1,0,0,1,0,0,0,188.87,581,0.86,cheap,warm
21313,GLASS HEART T-LIGHT HOLDER ,0,0,1,1,0,0,0,2906.52,3336,1.15,cheap,reg_seller
